Time (s);Gyroscope X (deg/s);Gyroscope Y (deg/s);Gyroscope Z (deg/s);Accelerometer X (g);Accelerometer Y (g);Accelerometer Z (g);Magnetometer X (uT);Magnetometer Y (uT);Magnetometer Z (uT);Barometer (hPa)
83,09716034;-17,54936;12,56183;-708,4111;1,167263;1,047663;-0,2813103;4,225993;-41,14709;9,577766;1006,194
83,13766956;-11,66962;11,43387;-707,2493;0,8622765;1,052003;-0,1970719;4,225993;-41,14709;9,577766;1006,194
83,15791988;-14,70233;4,903563;-705,1702;0,4365436;0,7458407;-0,3100394;30,19863;-29,66455;8,937325;1006,194
83,1781745;-16,18773;16,65811;-702,4185;0,3196041;0,6095132;-0,1505012;30,19863;-29,66455;8,937325;1006,186
83,19842911;-12,28854;14,46155;-700,5228;0,3799616;0,389428;-0,07456698;44,50163;-5,588288;9,27883;1006,186
83,21868372;-13,65016;11,1964;-700,0336;0,270437;0,07995011;-0,2285051;44,50163;-5,588288;9,27883;1006,185
83,23893929;-13,09313;9,23731;-700,7674;0,5210088;0,01615239;-0,2384813;44,50163;-5,588288;9,27883;1006,185
83,2591939;-13,09313;5,853426;-702,8465;0,5482817;-0,2445983;-0,5616345;42,01645;22,60611;9,570761;1006,185
83,2769165;-9,132045;3,181938;-704,1918;0,748071;-0,2719516;-0,4338648;42,01645;22,60611;9,570761;1006,185
83,29717112;-8,203665;9,949708;-702,7853;0,7793164;-0,5634373;-0,1630699;23,90021;45,33305;9,794524;1006,186
83,31742573;-17,11612;14,69902;-703,9472;1,130902;-0,8850225;-0,07185643;23,90021;45,33305;9,794524;1006,186
83,33768034;-16,99233;8,406181;-703,9472;1,311727;-0,8515453;-0,059973;23,90021;45,33305;9,794524;1006,187
83,35793066;-15,25935;12,265;-701,6846;1,532752;-0,8360192;-0,09783809;-3,510652;54,18063;11,14131;1006,187
83,37818623;-12,53611;5,61596;-701,5012;1,82808;-0,4566003;-0,194895;-3,510652;54,18063;11,14131;1006,192
83,39844084;-16,55909;9,534142;-699,3609;2,154821;-0,565048;-0,3328385;-30,95145;45,96699;11,78954;1006,192
83,41869545;-14,26908;10,60274;-697,9545;2,386522;-0,2988592;-0,3965068;-30,95145;45,96699;11,78954;1006,193
83,43895006;-13,46449;8,049983;-696,4869;2,328255;0,06939013;-0,4128066;-30,95145;45,96699;11,78954;1006,193
83,45920467;-17,36368;11,61197;-693,1236;2,193805;0,3038381;-0,1947896;-47,32614;23,32752;11,86188;1006,197
83,47692728;-12,90746;12,97739;-694,9581;2,22622;0,4418229;-0,1582207;-47,32614;23,32752;11,86188;1006,197
83,49718237;-11,66962;5,319128;-694,3466;2,238497;0,8186315;-0,3221905;-48,4641;-4,888337;11,268;1006,198
83,51743698;-6,903932;10,12781;-695,7531;2,206646;1,036919;-0,2928915;-48,4641;-4,888337;11,268;1006,198
83,55794191;-13,15503;11,0183;-694,2243;1,818834;1,459903;-0,1654376;-32,82935;-28,94213;9,904292;1006,194
83,57819653;-14,57854;8,524914;-695,2027;1,573031;1,446303;-0,1277748;-32,82935;-28,94213;9,904292;1006,194
83,59845114;-16,62098;10,00907;-692,9402;1,126382;1,222797;-0,3168893;-6,501049;-40,71878;9,424939;1006,194
83,61870575;-12,78367;6,625189;-688,782;1,084704;1,154111;-0,2736913;-6,501049;-40,71878;9,424939;1006,194
83,63896036;-13,58827;13,80852;-689,3934;0,7861494;0,9049017;-0,1551815;-6,501049;-40,71878;9,424939;1006,194
83,65921593;-16,37341;5,912792;-689,8215;0,5331253;0,8986681;-0,4258359;21,67288;-36,01102;8,78642;1006,194
83,67693853;-19,22044;8,168715;-688,7208;0,52985;0,7061936;-0,3089754;21,67288;-36,01102;8,78642;1006,194
83,69719315;-16,00206;11,31514;-689,3323;0,3435166;0,4628364;-0,1891907;40,57687;-15,91288;9,437913;1006,188
83,71744776;-14,33097;14,63965;-688,5985;0,1194352;0,2460503;-0,0957568;40,57687;-15,91288;9,437913;1006,188
83,73770237;-9,503397;14,34282;-690,0661;-0,03682597;0,2048656;-0,08579928;40,57687;-15,91288;9,437913;1006,186
83,75795269;-10,74124;10,54337;-687,559;0,3436064;0,123758;-0,04428981;45,24503;11,15421;9,141437;1006,186
83,77820826;-12,28854;9,296678;-688,3539;0,5105891;-0,4910479;-0,2458439;45,24503;11,15421;9,141437;1006,188
83,8592267;-15,81638;10,00907;-684,5626;1,396613;-0,6247708;-0,2530568;9,643852;51,87991;10,43268;1006,194
83,87694931;-16,4972;12,50246;-686,0302;1,488033;-0,8231145;-0,2172584;9,643852;51,87991;10,43268;1006,194
83,89720392;-13,09313;11,1964;-683,5231;1,539584;-0,3545855;-0,1856181;-18,82243;51,90219;11,4863;1006,199
83,91745901;-15,07368;4,844197;-685,2964;1,947836;-0,4712389;-0,3317281;-18,82243;51,90219;11,4863;1006,199
83,93771362;-13,58827;3,003839;-684,3792;2,446282;-0,3885162;-0,5184414;-18,82243;51,90219;11,4863;1006,2
83,95796442;-14,888;12,56183;-681,9943;2,28198;0,003774977;-0,2307251;-40,19463;35,33707;12,44475;1006,2
83,97821903;-13,89773;14,04599;-680,8325;1,993483;0,318841;-0,1308416;-40,19463;35,33707;12,44475;1006,203
83,99847364;-11,36016;3,241305;-679,9763;2,223685;0,5061346;-0,2024361;-50,22107;10,10549;11,64006;1006,203
84,01872778;-11,11259;11,31514;-683,6453;2,13612;0,6808089;-0,2028233;-50,22107;10,10549;11,64006;1006,201
84,07696056;-17,67314;17,19241;-682,0555;1,544514;1,049727;-0,2958883;-42,78439;-16,73627;10,85227;1006,203
84,09721518;-15,38314;10,484;-682,0555;1,447602;1,159484;-0,3488156;-21,43194;-35,88221;10,08997;1006,204
84,11746979;-17,2399;14,04599;-676,1239;1,209872;1,171663;-0,2069001;-21,43194;-35,88221;10,08997;1006,204
84,1377244;-15,19746;12,20563;-676,0016;1,06081;1,141168;-0,1641483;6,675834;-40,86844;9,523192;1006,2
84,15797472;-9,998533;14,22409;-676,5519;0,5942731;1,18801;-0,0999866;6,675834;-40,86844;9,523192;1006,2
84,17822933;-9,627181;12,4431;-674,8397;0,5084579;1,214374;-0,2815064;6,675834;-40,86844;9,523192;1006,2
84,19848394;-15,87827;3,360037;-677,6526;0,5244265;0,8609655;-0,385117;30,5566;-28,99544;8,544962;1006,2
84,21873951;-15,94017;11,25577;-676,98;0,2361582;0,6219797;-0,2198727;30,5566;-28,99544;8,544962;1006,195
84,23899412;-12,72178;21,05122;-676,4296;0,257369;0,4185451;0,03013507;44,4918;-5,589902;8,899221;1006,195
84,25924873;-11,54583;5,319128;-676,5519;0,05450564;0,1419908;-0,4811026;44,4918;-5,589902;8,899221;1006,189
84,27697134;-12,72178;4,606731;-674,534;0,281731;0,1038326;-0,492046;44,4918;-5,589902;8,899221;1006,189
84,29722595;-14,888;5,853426;-674,6563;0,3157502;-0,4646039;-0,3269233;42,72972;21,91922;8,737475;1006,189
84,31748056;-14,08341;17,96417;-674,8397;0,5670439;-0,3168819;0,08672626;42,72972;21,91922;8,737475;1006,189
84,37824106;-14,20719;9,474776;-672,088;1,001405;-0,9405614;-0,3336604;25,67567;44,20818;9,764596;1006,191
84,39849567;-13,89773;11,9088;-671,5377;1,251311;-0,6618621;-0,06388582;0,3973808;54,13372;10,61468;1006,191
84,41875029;-16,37341;12,4431;-671,4765;1,665245;-0,6104876;-0,1338331;0,3973808;54,13372;10,61468;1006,19
84,4390049;-12,78367;6,922021;-669,8866;1,928028;-0,5141207;-0,1685182;-26,66326;48,37209;11,6801;1006,19
84,45925951;-13,58827;7,10012;-669,7031;2,057997;-0,5906096;-0,2293851;-26,66326;48,37209;11,6801;1006,191
84,47698212;-10,98881;12,32436;-668,419;2,101322;-0,1497157;-0,2359828;-26,66326;48,37209;11,6801;1006,191
84,49723721;-14,02151;13,92726;-666,8902;1,896168;0,003804627;-0,08349614;-45,53576;29,01536;12,22535;1006,197
84,51749182;-11,85529;9,949708;-664,9334;1,947354;0,3482531;-0,2062388;-45,53576;29,01536;12,22535;1006,197
84,53774643;-14,39287;12,0869;-664,9334;2,211591;0,6165801;-0,1135922;-49,8576;2,247344;11,68927;1006,198
84,55799675;-11,85529;3,003839;-667,0125;2,132613;0,6986096;-0,2888979;-49,8576;2,247344;11,68927;1006,198
84,61876059;-10,12232;8,049983;-661,8759;1,549855;1,230884;-0,1680327;-38,85796;-22,48605;11,18958;1006,199
84,6390152;-16,74476;13,09613;-663,3435;1,315292;1,386161;-0,1545079;-15,73785;-38,77015;9,988776;1006,199
84,65926981;-16,12584;13,45232;-662,4874;1,05055;1,015757;-0,2152972;-15,73785;-38,77015;9,988776;1006,201
84,67699337;-13,58827;11,9088;-661,2644;1,037428;1,078575;-0,290742;-15,73785;-38,77015;9,988776;1006,201
84,71750259;-11,54583;5,912792;-660,4083;0,5944342;1,047819;-0,3697113;11,32116;-39,45092;9,033431;1006,198
84,73795843;-12,35043;4,309899;-659,3076;0,5151762;0,6185756;-0,3221426;33,75282;-25,4716;8,830668;1006,197
84,75820971;-13,95962;7,218853;-659,9803;0,1983852;0,7361984;-0,2039822;33,75282;-25,4716;8,830668;1006,197
84,77846432;-14,45476;9,949708;-658,4515;0,3686508;0,3996215;-0,045919;33,75282;-25,4716;8,830668;1006,197
84,79871893;-12,65989;12,85866;-657,045;0,0619062;0,14863;-0,1967593;45,15581;-2,040718;8,416096;1006,197
84,81897354;-12,10286;11,67133;-658,3292;0,2363121;-0,004487685;-0,007682768;45,15581;-2,040718;8,416096;1006,195
84,83922815;-13,95962;11,61197;-656,9839;0,2471305;-0,4277168;-0,2174208;41,63881;25,12416;9,117459;1006,195
84,85948277;-12,22665;13,09613;-658,2069;0,4027064;-0,1797926;-0,1532084;41,63881;25,12416;9,117459;1006,194
84,89746046;-12,16475;9,296678;-655,8221;0,9025712;-0,6562332;-0,1001469;24,21659;46,00609;10,16268;1006,194
84,91771507;-12,41232;10,36527;-655,1494;0,9738137;-0,4337288;-0,2184196;24,21659;46,00609;10,16268;1006,197
84,93796969;-15,87827;9,890341;-654,5379;1,15474;-0,7028311;-0,2940968;-1,73463;54,16023;11,10336;1006,197
84,95822048;-13,46449;11,43387;-652,8257;1,431522;-0,8489945;-0,3889569;-1,73463;54,16023;11,10336;1006,199
84,97847509;-11,60773;7,159486;-653,9875;1,676125;-0,5924537;-0,4311603;-1,73463;54,16023;11,10336;1006,199
84,99872971;-13,71205;11,0183;-652,2753;1,894272;-0,4130506;-0,2212286;-27,03086;48,06952;11,69018;1006,203
85,01898432;-12,16475;7,871883;-649,5236;2,089381;-0,351715;-0,3880552;-27,03086;48,06952;11,69018;1006,203
85,03923893;-15,63071;13,09613;-649,4013;2,01416;-0,1694708;-0,136435;-45,5476;28,27717;11,78783;1006,202
85,05949354;-12,96935;10,54337;-647,9337;2,149036;0,1625353;-0,1700477;-45,5476;28,27717;11,78783;1006,202
85,07721663;-9,441504;3,894335;-647,9337;2,259601;0,4915783;-0,2448791;-45,5476;28,27717;11,78783;1006,205
85,09747124;-11,36016;10,30591;-647,8114;2,063866;0,5597954;-0,1997778;-49,85741;2,615497;11,68659;1006,205
85,11772585;-14,26908;22,00109;-649,3401;1,590394;0,6240448;-0,1455067;-49,85741;2,615497;11,68659;1006,207
85,15823126;-14,08341;6,862654;-647,1387;1,431832;1,096584;-0,3313839;-39,23524;-22,48344;10,81782;1006,207
85,17848587;-11,11259;5,497227;-648,9121;1,536871;1,399519;-0,3832582;-39,23524;-22,48344;10,81782;1006,207
85,19874048;-9,193936;5,734693;-644,9985;1,253567;1,488501;-0,3476457;-17,14626;-38,44717;10,01665;1006,209
85,21899509;-17,36368;10,24654;-642,7971;0,9052613;0,7707493;-0,2723626;-17,14626;-38,44717;10,01665;1006,209
85,23924971;-15,13557;11,3745;-643,5309;0,7860754;1,128403;-0,2269033;9,177122;-40,53075;9,087256;1006,204
85,2595048;-12,04097;13,33359;-643,2863;0,5128972;0,7712371;-0,1443389;9,177122;-40,53075;9,087256;1006,204
85,2772274;-12,598;7,693784;-641,4518;0,5502756;0,9508573;-0,0968432;9,177122;-40,53075;9,087256;1006,204
85,29748201;-13,40259;13,21486;-644,5093;0,2426002;0,743524;-0,1634167;31,65968;-27,59685;8,511154;1006,204
85,31773663;-13,03124;10,42464;-641,8798;0,05723897;0,5909194;-0,2346463;31,65968;-27,59685;8,511154;1006,203
85,33799124;-10,92691;10,72147;-642,0633;0,1447293;0,2251089;-0,2118863;44,12453;-5,217528;8,904399;1006,203
85,35824156;-9,441504;9,296678;-641,8798;0,1510985;0,1321905;-0,2127929;44,12453;-5,217528;8,904399;1006,203
85,37849617;-9,008261;8,465548;-640,3511;0,1247026;-0,2152461;-0,1674547;42,75045;20,81826;9,567984;1006,203
85,39875078;-9,31772;7,871883;-641,2683;0,2523597;-0,2225614;-0,2541806;42,75045;20,81826;9,567984;1006,204
85,41900635;-12,72178;9,830975;-640,7791;0,3079268;-0,4799568;-0,2141984;42,75045;20,81826;9,567984;1006,204
85,43926096;-14,45476;7,040753;-641,2072;0,6711458;-0,6724097;-0,196165;27,4608;42,77814;10,11651;1006,204
85,45951557;-13,03124;7,515685;-639,4338;0,7922662;-0,8311908;-0,2702126;27,4608;42,77814;10,11651;1006,204
85,47723818;-12,65989;10,00907;-639,8007;0,9767226;-0,840717;-0,2028477;27,4608;42,77814;10,11651;1006,207
85,49749279;-14,08341;9,712242;-636,7432;1,275411;-0,72237;-0,0825203;4,328341;54,09057;10,97381;1006,207
85,5177474;-16,86855;4,903563;-636,9267;1,495934;-0,8280816;-0,3248661;4,328341;54,09057;10,97381;1006,21
85,53800201;-15,94017;3,834968;-634,4196;1,61855;-0,4760576;-0,2097217;-21,71302;50,46077;11,11563;1006,21
85,55825234;-15,25935;7,75315;-634,4807;1,782672;-0,718575;-0,3071514;-21,71302;50,46077;11,11563;1006,21
85,5785079;-11,66962;9,771608;-635,1533;2,020056;-0,4839054;-0,4236991;-42,34828;34,68514;12,11585;1006,21
85,59876251;-11,7934;9,356044;-633,9915;1,980119;-0,05981227;-0,2902782;-42,34828;34,68514;12,11585;1006,213
85,63927174;-15,01179;5,022296;-633,0742;2,321903;0,3908015;-0,3582656;-49,85377;9,794471;11,63444;1006,216
85,65952635;-13,71205;10,54337;-632,8907;2,255337;0,6560012;-0,3445624;-49,85377;9,794471;11,63444;1006,216
85,67724896;-13,21692;14,04599;-633,2577;1,85707;0,7694875;-0,01977609;-43,44748;-15,25431;11,23558;1006,218
85,71775818;-10,98881;13,51169;-630,0167;1,609842;1,101753;-0,1168174;-43,44748;-15,25431;11,23558;1006,22
85,73801279;-12,47421;15,76761;-631,0563;1,500827;1,02096;-0,05952086;-24,99309;-34,43176;9,776013;1006,22
85,75826407;-15,25935;12,32436;-632,7073;1,214038;0,8707451;-0,1229077;-24,99309;-34,43176;9,776013;1006,214
85,77851868;-14,94989;8,524914;-628,8549;1,045743;1,361235;-0,2699622;-0,8156996;-41,46077;8,928531;1006,214
85,79877281;-12,65989;11,43387;-630,7505;0,9374762;1,041955;-0,1266273;-0,8156996;-41,46077;8,928531;1006,214
85,81902742;-9,750965;14,04599;-628,2433;0,5991855;0,9987289;-0,1456074;-0,8156996;-41,46077;8,928531;1006,214
85,83928204;-13,09313;10,95894;-629,711;0,467177;1,001109;-0,1359951;24,48091;-34,63375;8,336362;1006,214
85,85953665;-12,72178;7,75315;-631,2397;0,335655;0,6999325;-0,2221497;24,48091;-34,63375;8,336362;1006,214
85,87725925;-10,86502;7,515685;-628,6103;0,04507878;0,6353926;-0,2726735;41,29105;-14,82037;8,591702;1006,214
85,89751387;-9,689073;6,803288;-627,1426;0,3182646;0,3500098;-0,2342836;41,29105;-14,82037;8,591702;1006,214
85,91776943;-10,55556;7,10012;-625,675;0,1473465;0,276241;-0,3507412;41,29105;-14,82037;8,591702;1006,214
85,93802404;-13,83584;7,990616;-626,4089;0,2198288;-0,002213792;-0,1226783;45,54107;10,47413;8,760188;1006,214
85,95827436;-9,193936;7,396952;-627,5096;0,114628;-0,2575353;-0,3166585;45,54107;10,47413;8,760188;1006,214
85,97852898;-11,42205;10,12781;-626,8981;-0,02941365;-0,7385603;-0,2471831;35,94799;34,45477;9,171853;1006,214
85,99878359;-13,65016;10,30591;-627,3261;0,4408099;-0,7268095;-0,2848284;35,94799;34,45477;9,171853;1006,211
86,0190382;-15,01179;7,93125;-625,0024;0,6233436;-0,6095287;-0,2085862;35,94799;34,45477;9,171853;1006,211
86,03929281;-13,46449;6,743922;-625,4916;0,8308553;-0,8432071;-0,2143393;15,70611;50,399;10,31338;1006,215
86,05954742;-15,44503;8,643647;-623,2902;1,163707;-1,042663;-0,3738942;15,70611;50,399;10,31338;1006,215
86,07727003;-14,94989;9,356044;-622,373;1,305325;-0,6514222;-0,2518492;-9,573809;53,88214;11,27354;1006,218
86,0975256;-14,26908;8,881112;-621,0888;1,434385;-0,6282508;-0,3412064;-9,573809;53,88214;11,27354;1006,218
86,11778021;-15,6926;12,02753;-620,6608;1,63725;-0,5991508;-0,3541763;-9,573809;53,88214;11,27354;1006,216
86,13803482;-13,52638;12,56183;-619,2543;1,766339;-0,5244355;-0,2420871;-32,36275;43,83535;11,77197;1006,216
86,15828514;-12,10286;21,11059;-618,8874;1,728556;-0,1662388;-0,173868;-32,36275;43,83535;11,77197;1006,219
86,17853975;-8,884477;12,38373;-618,2148;1,809445;-0,01677231;-0,2625385;-47,31467;23,3294;12,30476;1006,219
86,19879437;-11,42205;15,35205;-619,4377;1,777341;0,1527506;-0,1387293;-47,31467;23,3294;12,30476;1006,219
86,23930359;-10,43178;3,834968;-616,1357;1,887591;0,4690835;-0,3182595;-48,81863;-1,998371;11,69778;1006,219
86,2570262;-9,31772;4,606731;-616,7471;1,932874;0,8413959;-0,2098248;-48,81863;-1,998371;11,69778;1006,219
86,2975359;-14,02151;9,593509;-617,5421;1,55452;1,003637;-0,3928043;-37,09267;-24,28747;10,78495;1006,215
86,31779051;-17,54936;14,22409;-616,9918;1,164805;1,044319;-0,2446849;-37,09267;-24,28747;10,78495;1006,215
86,33804512;-13,46449;7,278219;-615,2184;1,073386;1,511183;-0,3436056;-16,10515;-38,45914;9,994399;1006,215
86,35829592;-16,99233;9,593509;-614,6069;0,978635;1,004548;-0,2570505;-16,10515;-38,45914;9,994399;1006,215
86,37855053;-10,12232;10,12781;-612,5278;0,5922794;1,101758;-0,187499;9,187321;-39,79283;9,461515;1006,215
86,39880514;-11,48394;11,49323;-612,8947;0,4049456;1,006404;-0,1401082;9,187321;-39,79283;9,461515;1006,215
86,41905975;-11,11259;11,79007;-613,6285;0,4746174;0,9598928;-0,2044038;9,187321;-39,79283;9,461515;1006,215
86,43931437;-15,01179;6,803288;-614,1177;0,2737735;0,4719302;-0,2505443;30,92424;-28,63151;8,534436;1006,207
86,45703697;-14,26908;9,296678;-612,6501;0,1777896;0,4475699;-0,3538537;30,92424;-28,63151;8,534436;1006,207
86,47729206;-12,65989;13,15549;-612,8336;0,3855271;0,4471421;0,02518102;44,12326;-7,733236;8,922674;1006,203
86,49754667;-13,83584;10,60274;-611,1213;-0,1230309;0,2302712;-0,2596121;44,12326;-7,733236;8,922674;1006,203
86,51780129;-10,18421;7,040753;-611,5494;0,1371645;0,04155093;-0,3233531;44,12326;-7,733236;8,922674;1006,202
86,5380559;-7,832312;6,743922;-609,7149;0,1498516;-0,3934987;-0,3042823;43,77868;17,98191;9,123364;1006,202
86,55830669;-7,646636;11,0183;-609,6537;0,158821;-0,4716892;-0,1335025;43,77868;17,98191;9,123364;1006,198
86,59881592;-12,35043;7,871883;-607,8192;0,5451517;-0,7866029;-0,1389904;31,02068;38,81199;10,44874;1006,201
86,61907053;-10,98881;8,524914;-608,7365;0,7593463;-0,5125837;-0,1252875;31,02068;38,81199;10,44874;1006,201
86,63932514;-12,47421;11,3745;-606,3516;0,7290884;-0,8235219;-0,3114059;10,39041;52,24151;10,85718;1006,203
86,65704823;-15,56882;4,487998;-607,3912;1,24196;-0,961849;-0,4048387;10,39041;52,24151;10,85718;1006,203
86,67730284;-14,76422;6,506456;-607,2689;1,440653;-0,754527;-0,3130132;-15,6273;53,27847;11,78761;1006,206
86,69755745;-12,28854;12,50246;-603,7833;1,433933;-0,4054691;-0,2080938;-15,6273;53,27847;11,78761;1006,206
86,71781206;-13,65016;5,081663;-603,1107;1,597448;-0,5213359;-0,4258294;-15,6273;53,27847;11,78761;1006,208
86,73806667;-13,52638;4,606731;-603,5999;2,019025;-0,5701097;-0,4726638;-36,29353;40,9949;11,49706;1006,208
86,75831747;-14,26908;11,13704;-604,6394;1,888587;-0,228297;-0,3168574;-36,29353;40,9949;11,49706;1006,211
86,77857208;-10,86502;6,565823;-603,9056;1,943558;0,1105734;-0,2517226;-48,44016;19,7184;11,53213;1006,211
86,7988267;-12,22665;7,990616;-604,9452;1,975924;0,1904744;-0,2224254;-48,44016;19,7184;11,53213;1006,209
86,81908131;-10,92691;5,319128;-602,5603;2,134953;0,5509369;-0,343755;-47,71774;-4,894897;11,69517;1006,209
86,83933592;-11,97908;6,387723;-601,0316;1,901306;0,5615899;-0,2645525;-47,71774;-4,894897;11,69517;1006,209
86,857059;-12,96935;7,990616;-600,787;1,738795;1,034407;-0,2200042;-47,71774;-4,894897;11,69517;1006,209
86,87731361;-11,91719;8,76238;-599,6251;1,536189;0,9458498;-0,1502198;-35,69684;-26,82125;10,33025;1006,204
86,89756823;-13,15503;10,78084;-598,1575;1,302547;0,9370483;-0,150236;-35,69684;-26,82125;10,33025;1006,204
86,91782284;-13,65016;15,82698;-598,4633;1,112182;1,150809;-0,21232;-14,32928;-38,78633;9,958678;1006,204
86,93807745;-11,73151;10,484;-596,0784;0,9777807;1,142933;-0,2789261;-14,32928;-38,78633;9,958678;1006,204
86,95832825;-12,90746;10,42464;-597,6683;0,8301605;1,092061;-0,2778229;-14,32928;-38,78633;9,958678;1006,204
86,97858286;-11,0507;9,356044;-595,8338;0,8199501;0,7258183;-0,1817372;10,95389;-39,07854;9,038609;1006,204
86,99883747;-10,49367;6,803288;-596,0784;0,5312623;0,9579126;-0,2590018;10,95389;-39,07854;9,038609;1006,203
87,01909208;-12,96935;7,396952;-596,323;0,1761654;0,955307;-0,2991257;31,97555;-27,90555;8,886449;1006,203
87,03934622;-14,64043;6,803288;-595,8338;0,1828035;0,5090064;-0,3769683;31,97555;-27,90555;8,886449;1006,201
87,05706978;-14,39287;7,396952;-595,895;0,07793498;0,5157948;-0,3329017;31,97555;-27,90555;8,886449;1006,201
87,07732439;-13,89773;7,337585;-593,9993;0,1909112;0,3021324;-0,1654104;43,75599;-7,360862;8,927852;1006,199
87,097579;-11,23637;11,13704;-593,6935;-0,1204599;0,2440284;-0,09034389;43,75599;-7,360862;8,927852;1006,199
87,11783361;-10,98881;12,02753;-595,5892;-0,04296913;-0,1757273;-0,2506315;44,14557;16,87324;9,123536;1006,198
87,13808823;-9,750965;4,369266;-593,2043;0,1568079;-0,06746142;-0,4300968;44,14557;16,87324;9,123536;1006,198
87,17859316;-10,18421;7,337585;-595,6504;0,3361986;-0,440249;-0,2040177;32,4094;38,42442;9,662103;1006,198
87,19884777;-10,74124;6,209624;-592,226;0,5625945;-0,358705;-0,07891977;32,4094;38,42442;9,662103;1006,193
87,21910238;-10,06042;9,296678;-593,5101;0,7918339;-0,68725;-0,1007008;12,16643;52,2211;10,81923;1006,193
87,239357;-15,44503;7,871883;-594,2439;0,902743;-0,9294729;-0,3373356;12,16643;52,2211;10,81923;1006,197
87,2570796;-15,75449;7,040753;-592,654;1,212033;-1,151281;-0,1647664;12,16643;52,2211;10,81923;1006,197
87,27733517;-15,32125;6,031525;-593,2655;1,328629;-1,032268;-0,2352931;-12,44252;53,61003;11,71688;1006,2
87,29758978;-11,73151;0,6885494;-590,9418;1,579701;-0,6643915;-0,2587264;-12,44252;53,61003;11,71688;1006,2
87,31784439;-11,91719;7,990616;-590,4526;1,607472;-0,3933854;-0,2758514;-34,1375;43,11972;11,87854;1006,205
87,338099;-14,20719;15,76761;-589,2296;1,666446;-0,3461502;-0,4534136;-34,1375;43,11972;11,87854;1006,205
87,35834932;-15,38314;12,02753;-587,7009;1,885766;-0,1910692;-0,3463734;-34,1375;43,11972;11,87854;1006,209
87,37860394;-12,47421;16,65811;-586,2944;1,682688;0,06860166;-0,05944449;-47,33615;22,95775;11,48495;1006,209
87,39885855;-8,760693;9,830975;-585,9886;1,817333;0,2451287;-0,1990463;-47,33615;22,95775;11,48495;1006,21
87,41911316;-9,689073;8,109349;-585,4995;1,984163;0,5499858;-0,2819214;-49,50304;-0,5812638;11,25904;1006,21
87,43936777;-7,584744;4,547365;-584,4599;1,757708;0,7496346;-0,3958034;-49,50304;-0,5812638;11,25904;1006,21
87,45709038;-12,72178;4,369266;-584,8879;1,886588;0,6621925;-0,3097571;-49,50304;-0,5812638;11,25904;1006,21
87,47734499;-13,03124;1,044748;-585,2549;1,566546;0,9769157;-0,4823372;-38,50068;-23,16683;10,80702;1006,206
87,49760056;-10,2461;8,643647;-585,0103;1,538859;1,3503;-0,2646774;-38,50068;-23,16683;10,80702;1006,206
87,51785517;-10,06042;2,410175;-584,9491;1,31943;0,9726205;-0,3539663;-18,94302;-37,32581;9,224088;1006,205
87,5381093;-10,36989;8,228082;-582,442;1,029309;1,122581;-0,316285;-18,94302;-37,32581;9,224088;1006,205
87,5583601;-11,60773;10,89957;-580,3017;0,7500354;1,039373;-0,2003357;-18,94302;-37,32581;9,224088;1006,205
87,57861471;-9,070152;11,1964;-580,8521;0,7157533;1,152245;-0,09870372;4,890173;-40,4815;9,17886;1006,205
87,59886932;-5,727983;8,287449;-581,3412;0,5050081;1,121727;-0,05529924;4,890173;-40,4815;9,17886;1006,203
87,61912394;-9,503397;5,853426;-581,3412;0,2330792;0,9897954;-0,2121802;26,63511;-32,87737;8,657242;1006,203
87,63937855;-9,379613;7,278219;-582,1362;0,2503884;0,813612;-0,2366074;26,63511;-32,87737;8,657242;1006,199
87,65710115;-12,90746;10,06844;-581,5247;-0,17863;0,6105019;-0,3736716;26,63511;-32,87737;8,657242;1006,199
87,67735577;-10,86502;7,278219;-579,996;0,1598613;0,4021198;-0,313589;40,91396;-14,44961;8,21727;1006,199
87,69761038;-14,70233;6,031525;-580,2405;0,1514841;0,1731772;-0,3362928;40,91396;-14,44961;8,21727;1006,198
87,71786547;-11,66962;4,784831;-579,2621;0,05585066;-0,05820148;-0,3445999;45,90778;8,997297;8,763034;1006,198
87,73824501;-11,23637;5,200395;-576,755;-0,03410126;-0,04982641;-0,1941617;45,90778;8,997297;8,763034;1006,198
87,75849533;-10,61745;11,1964;-580,2405;0,09272795;-0,29879;-0,008339127;45,90778;8,997297;8,763034;1006,198
87,77874994;-10,43178;10,18717;-577,6111;0,005764718;-0,5216511;-0,1790846;37,73405;31,61374;9,597285;1006,198
87,79900456;-10,2461;8,940478;-575,532;0,2775136;-0,6528299;-0,2872513;37,73405;31,61374;9,597285;1006,195
87,81925917;-10,18421;8,109349;-575,0428;0,6017323;-0,763763;-0,07961885;20,66563;48,19445;10,22298;1006,195
87,83951378;-12,10286;10,54337;-574,7371;0,714228;-1,050309;-0,1513554;20,66563;48,19445;10,22298;1006,197
87,85723639;-12,35043;9,830975;-573,6364;0,9344858;-0,8032255;-0,002526771;20,66563;48,19445;10,22298;1006,197
87,877491;-14,1453;7,456318;-574,4313;1,031531;-0,662984;-0,1208517;-2,848638;53,80286;10,68672;1006,197
87,89774561;-12,22665;11,96817;-571,9241;1,092313;-0,4922008;-0,1845364;-2,848638;53,80286;10,68672;1006,199
87,91800022;-7,399068;10,12781;-573,4529;1,249776;-0,5000667;-0,3356846;-25,61176;49,4662;12,02944;1006,199
